scene00.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, Italian city plaza, vacation turning ominous
scene01.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, Italian city plaza, vacation turning ominous
scene02.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, Italian city plaza, vacation turning ominous
scene03.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, Italian city plaza, vacation turning ominous
scene04.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, Italian city plaza, vacation turning ominous
scene05.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, chaotic crowd, outbreak in progress
scene06.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, chaotic crowd, outbreak in progress
scene07.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, chaotic crowd, outbreak in progress
scene08.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, chaotic crowd, outbreak in progress
scene09.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, chaotic crowd, outbreak in progress
scene10.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, military containment camp, tents and barbed wire
scene11.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, military containment camp, tents and barbed wire
scene12.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, military containment camp, tents and barbed wire
scene13.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, military containment camp, tents and barbed wire
scene14.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, military containment camp, tents and barbed wire
scene15.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, dark sewers and escape tunnels, tension and fear
scene16.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, dark sewers and escape tunnels, tension and fear
scene17.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, dark sewers and escape tunnels, tension and fear
scene18.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, dark sewers and escape tunnels, tension and fear
scene21.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, abandoned laboratory, old research facility
scene22.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, abandoned laboratory, old research facility
scene23.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, abandoned laboratory, old research facility
scene24.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, abandoned laboratory, old research facility
scene25.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, mountainous border crossing, harsh weather
scene26.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, mountainous border crossing, harsh weather
scene27.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, mountainous border crossing, harsh weather
scene28.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, mountainous border crossing, harsh weather
scene31.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, rural refuge, small village under threat
scene32.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, rural refuge, small village under threat
scene33.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, dangerous negotiation with rebels or mercenaries
scene34.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, dangerous negotiation with rebels or mercenaries
ending_good.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, hopeful sunrise over survivors, silhouette of family, vaccine success
ending_escape.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, small rural village sanctuary, misty mountains, uncertain future
ending_sacrifice.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, heroic last stand, figure silhouetted against flames, self‑sacrifice
ending_betrayal.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, dark laboratory, child in silhouette behind bars, ominous shadows
ending_death.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, desolate alley, fallen figure, rain and darkness, tragic atmosphere
ending_rebel.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, ragtag rebels raising flag, ruined city square, gritty battle
ending_captured.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, sterile detention facility, family behind glass, authoritarian mood
ending_warlord.jpg: cinematic illustration, dark post‑apocalyptic scene with yellow and black hazard stripes or toxic symbol in the background, Italian or European setting, intense mood, high realism, dramatic lighting, concept art, masked warlord on throne, mercenary soldiers, toxic bannersd_scene1.jpg: cinematic illustration of a seasoned Brazilian police officer navigating a post‑apocalyptic Italian city, yellow and black hazard stripes, tense mood, dramatic lighting, concept art, scene number 1
d_scene2.jpg: cinematic illustration of a seasoned Brazilian police officer navigating a post‑apocalyptic Italian city, yellow and black hazard stripes, tense mood, dramatic lighting, concept art, scene number 2
m_scene1.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 1
m_scene2.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 2
m_scene3.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 3
m_scene4.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 4
m_scene5.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 5
m_scene6.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 6
m_scene7.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 7
m_scene8.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 8
m_scene9.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 9
m_scene10.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 10
m_scene11.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 11
m_scene12.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 12
m_scene13.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 13
m_scene14.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 14
m_scene15.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 15
m_scene16.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 16
m_scene17.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 17
m_scene18.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 18
m_scene19.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 19
m_scene20.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 20
m_scene21.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 21
m_scene22.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 22
m_scene23.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 23
m_scene24.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 24
m_scene25.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 25
m_scene26.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 26
m_scene27.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 27
m_scene28.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 28
m_scene29.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 29
m_scene30.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 30
m_scene31.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 31
m_scene32.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 32
m_scene33.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 33
m_scene34.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 34
m_scene35.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 35
m_scene36.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 36
m_scene37.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 37
m_scene38.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 38
m_scene39.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 39
m_scene40.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 40
m_scene41.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 41
m_scene42.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 42
m_scene43.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 43
m_scene44.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 44
m_scene45.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 45
m_scene46.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 46
m_scene47.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 47
m_scene48.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 48
m_scene49.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 49
m_scene50.jpg: cinematic illustration of a female surgeon caring for survivors in a chaotic hospital and urban settings, post‑apocalyptic Europe, yellow and black hazard stripes, dramatic lighting, concept art, scene number 50
l_scene1.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 1
l_scene2.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 2
l_scene3.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 3
l_scene4.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 4
l_scene5.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 5
l_scene6.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 6
l_scene7.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 7
l_scene8.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 8
l_scene9.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 9
l_scene10.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 10
l_scene11.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 11
l_scene12.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 12
l_scene13.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 13
l_scene14.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 14
l_scene15.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 15
l_scene16.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 16
l_scene17.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 17
l_scene18.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 18
l_scene19.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 19
l_scene20.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 20
l_scene21.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 21
l_scene22.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 22
l_scene23.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 23
l_scene24.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 24
l_scene25.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 25
l_scene26.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 26
l_scene27.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 27
l_scene28.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 28
l_scene29.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 29
l_scene30.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 30
l_scene31.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 31
l_scene32.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 32
l_scene33.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 33
l_scene34.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 34
l_scene35.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 35
l_scene36.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 36
l_scene37.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 37
l_scene38.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 38
l_scene39.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 39
l_scene40.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 40
l_scene41.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 41
l_scene42.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 42
l_scene43.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 43
l_scene44.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 44
l_scene45.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 45
l_scene46.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 46
l_scene47.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 47
l_scene48.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 48
l_scene49.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 49
l_scene50.jpg: cinematic illustration of an 8‑year‑old boy with mysterious immunity exploring dangerous streets and hideouts in a post‑apocalyptic Italian city, yellow and black hazard stripes, dramatic lighting, concept art, scene number 50
